,1:Date,2:Time,18:Meteo_Exterior_Piranometro,9:Humedad_Habitacion_Sensor,7:CO2_Habitacion_Sensor,12:Precipitacion
31,13/03/2012,19:30,-3.904,41.61600000000001,216.0,0.0
32,13/03/2012,19:45,-3.5773300000000003,42.0027,214.90099999999998,0.0
33,13/03/2012,20:00,-3.64267,42.4373,214.549,0.0
34,13/03/2012,20:15,-3.64267,42.6267,213.888,0.0
35,13/03/2012,20:30,-3.64267,42.7493,213.675,0.0
36,13/03/2012,20:45,-3.512,42.808,214.123,0.0
37,13/03/2012,21:00,-3.38133,42.8533,214.304,0.0
38,13/03/2012,21:15,-3.5773300000000003,42.856,215.275,0.0
39,13/03/2012,21:30,-3.38133,42.9227,216.832,0.0
40,13/03/2012,21:45,-3.4466699999999997,42.9413,217.86700000000002,0.0
41,13/03/2012,22:00,-3.512,43.016000000000005,218.891,0.0
42,13/03/2012,22:15,-3.4466699999999997,43.0853,219.68,0.0
43,13/03/2012,22:30,-3.4466699999999997,43.1307,219.74400000000003,0.0
44,13/03/2012,22:45,-3.38133,43.1813,219.627,0.0
45,13/03/2012,23:00,-3.512,43.24,219.797,0.0
46,13/03/2012,23:15,-3.4466699999999997,43.2427,221.46099999999998,0.0
47,13/03/2012,23:30,-3.3160000000000003,43.248000000000005,221.93099999999998,0.0
48,13/03/2012,23:45,-3.18533,43.2293,223.49900000000002,0.0
49,14/03/2012,00:00,-3.25067,43.1573,223.38099999999997,0.0
50,14/03/2012,00:15,-3.3160000000000003,43.16,223.637,0.0
51,14/03/2012,00:30,-3.4466699999999997,43.152,225.13099999999997,0.0
52,14/03/2012,00:45,-3.4466699999999997,43.1573,227.50900000000001,0.0
53,14/03/2012,01:00,-3.18533,43.24,226.208,0.0
54,14/03/2012,01:15,-3.18533,43.2613,226.09099999999998,0.0
55,14/03/2012,01:30,-3.18533,43.2187,225.301,0.0
56,14/03/2012,01:45,-3.38133,43.1653,225.237,0.0
57,14/03/2012,02:00,-3.3160000000000003,43.16,226.56,0.0
58,14/03/2012,02:15,-3.12,43.16,227.21099999999998,0.0
59,14/03/2012,02:30,-3.3160000000000003,43.16,225.6,0.0
60,14/03/2012,02:45,-3.12,43.176,225.355,0.0
61,14/03/2012,03:00,-3.18533,43.1653,222.795,0.0
62,14/03/2012,03:15,-3.18533,43.104,220.747,0.0
63,14/03/2012,03:30,-3.10733,42.872,216.928,0.0
64,14/03/2012,03:45,-3.25067,42.8507,217.21599999999998,0.0
65,14/03/2012,04:00,-3.12,42.8933,215.957,0.0
66,14/03/2012,04:15,-3.18533,42.856,215.392,0.0
67,14/03/2012,04:30,-3.17267,42.751999999999995,213.78099999999998,0.0
68,14/03/2012,04:45,-3.25067,42.648,213.419,0.0
69,14/03/2012,05:00,-3.25067,42.672,212.672,0.0
70,14/03/2012,05:15,-3.12,42.776,212.99200000000002,0.0
71,14/03/2012,05:30,-3.12,42.8667,213.856,0.0
72,14/03/2012,05:45,-3.18533,42.9387,214.005,0.0
73,14/03/2012,06:00,-3.18533,42.9787,214.229,0.0
74,14/03/2012,06:15,-2.19667,43.016000000000005,214.197,0.0
75,14/03/2012,06:30,6.454,43.0747,214.49599999999998,0.0
76,14/03/2012,06:45,32.7267,43.0853,217.077,0.0
77,14/03/2012,07:00,72.7547,43.0507,219.68,0.0
78,14/03/2012,07:15,116.60799999999999,42.903999999999996,218.187,0.0
79,14/03/2012,07:30,164.304,42.84,217.739,0.0
80,14/03/2012,07:45,214.86900000000003,42.06399999999999,216.928,0.0
81,14/03/2012,08:00,264.33099999999996,41.11600000000001,218.46400000000003,0.0
82,14/03/2012,08:15,313.22700000000003,40.5907,218.475,0.0
83,14/03/2012,08:30,361.685,40.2613,219.392,0.0
84,14/03/2012,08:45,406.67699999999996,39.98,219.53099999999998,0.0
85,14/03/2012,09:00,449.92,39.62,220.523,0.0
86,14/03/2012,09:15,495.829,39.2147,220.77900000000002,0.0
87,14/03/2012,09:30,533.163,38.5987,233.90900000000002,0.0
88,14/03/2012,09:45,574.2719999999999,37.8773,230.62400000000002,0.0
89,14/03/2012,10:00,612.971,37.096,228.32,0.0
90,14/03/2012,10:15,641.6,36.3373,228.44799999999998,0.0
91,14/03/2012,10:30,667.7330000000001,36.7587,262.85900000000004,0.0
92,14/03/2012,10:45,692.0110000000001,39.972,396.096,0.0
93,14/03/2012,11:00,718.2510000000001,40.688,436.309,0.0
94,14/03/2012,11:15,741.12,41.2693,448.469,0.0
95,14/03/2012,11:30,754.987,39.4267,301.28,0.0
96,14/03/2012,11:45,763.52,40.624,265.952,0.0
97,14/03/2012,12:00,771.627,41.4853,310.432,0.0
98,14/03/2012,12:15,776.6189999999999,41.824,384.44800000000004,0.0
99,14/03/2012,12:30,775.253,42.1573,472.277,0.0
100,14/03/2012,12:45,771.456,42.6587,475.051,0.0
101,14/03/2012,13:00,762.795,43.472,472.36300000000006,0.0
102,14/03/2012,13:15,749.952,43.312,438.592,0.0
103,14/03/2012,13:30,731.3919999999999,43.472,445.824,0.0
104,14/03/2012,13:45,712.4910000000001,43.6587,421.611,0.0
105,14/03/2012,14:00,686.507,43.6027,356.352,0.0
106,14/03/2012,14:15,657.472,43.3333,306.848,0.0
107,14/03/2012,14:30,627.84,43.2533,297.813,0.0
108,14/03/2012,14:45,594.283,43.1067,276.52299999999997,0.0
109,14/03/2012,15:00,558.443,43.0213,260.256,0.0
110,14/03/2012,15:15,518.827,42.8987,248.85299999999998,0.0
111,14/03/2012,15:30,476.37300000000005,42.623999999999995,243.765,0.0
112,14/03/2012,15:45,431.25300000000004,42.224,237.58900000000003,0.0
113,14/03/2012,16:00,383.63699999999994,41.952,233.12,0.0
114,14/03/2012,16:15,334.421,41.663999999999994,229.899,0.0
115,14/03/2012,16:30,285.024,41.5227,226.86900000000003,0.0
116,14/03/2012,16:45,234.805,41.48,221.515,0.0
117,14/03/2012,17:00,184.949,41.0613,219.34900000000002,0.0
118,14/03/2012,17:15,116.075,40.8947,217.483,0.0
119,14/03/2012,17:30,24.2627,40.775999999999996,215.93599999999998,0.0
120,14/03/2012,17:45,15.6347,40.9387,214.325,0.0
121,14/03/2012,18:00,5.62067,41.44,212.544,0.0
122,14/03/2012,18:15,-2.58867,42.048,213.035,0.0
123,14/03/2012,18:30,-3.64267,42.7947,211.37099999999998,0.0
124,14/03/2012,18:45,-3.708,43.52,210.581,0.0
125,14/03/2012,19:00,-3.77333,44.056000000000004,210.507,0.0
126,14/03/2012,19:15,-3.77333,44.496,210.187,0.0
127,14/03/2012,19:30,-3.512,44.943999999999996,210.805,0.0
128,14/03/2012,19:45,-3.512,45.056000000000004,211.136,0.0
129,14/03/2012,20:00,-3.708,45.6667,210.49599999999998,0.0
130,14/03/2012,20:15,-3.64267,45.8693,211.72299999999998,0.0
131,14/03/2012,20:30,-3.77333,46.0667,211.019,0.0
132,14/03/2012,20:45,-3.5773300000000003,45.4533,211.61599999999999,0.0
133,14/03/2012,21:00,-3.77333,45.488,212.48,0.0
134,14/03/2012,21:15,-3.708,45.5253,214.09099999999998,0.0
135,14/03/2012,21:30,-3.708,45.6133,213.74900000000002,0.0
136,14/03/2012,21:45,-3.25067,46.232,214.261,0.0
137,14/03/2012,22:00,-3.3160000000000003,46.4693,214.229,0.0
138,14/03/2012,22:15,-3.5773300000000003,46.751999999999995,213.739,0.0
139,14/03/2012,22:30,-3.5773300000000003,46.5893,214.49599999999998,0.0
140,14/03/2012,22:45,-3.5773300000000003,46.8933,214.357,0.0
141,14/03/2012,23:00,-3.512,46.7413,214.43200000000002,0.0
142,14/03/2012,23:15,-3.18533,46.4053,215.979,0.0
143,14/03/2012,23:30,-3.38133,45.7573,215.787,0.0
144,14/03/2012,23:45,-3.25067,45.0,215.125,0.0
145,15/03/2012,00:00,-3.38133,44.64,216.30900000000003,0.0
146,15/03/2012,00:15,-3.38133,44.256,217.44,0.0
147,15/03/2012,00:30,-3.3160000000000003,43.9893,217.56799999999998,0.0
148,15/03/2012,00:45,-3.38133,43.751999999999995,218.891,0.0
149,15/03/2012,01:00,-3.25067,43.5173,220.672,0.0
150,15/03/2012,01:15,-3.25067,43.2747,219.328,0.0
151,15/03/2012,01:30,-3.25067,43.2133,217.25900000000001,0.0
152,15/03/2012,01:45,-3.042,43.272,215.157,0.0
153,15/03/2012,02:00,-3.12,43.424,214.048,0.0
154,15/03/2012,02:15,-3.12,43.5573,213.045,0.0
155,15/03/2012,02:30,-3.25067,43.5893,212.021,0.0
156,15/03/2012,02:45,-3.18533,43.5947,213.429,0.0
157,15/03/2012,03:00,-3.18533,43.711999999999996,213.58900000000003,0.0
158,15/03/2012,03:15,-3.18533,44.0027,213.685,0.0
159,15/03/2012,03:30,-3.25067,44.0053,213.493,0.0
160,15/03/2012,03:45,-3.38133,44.1227,214.49599999999998,0.0
161,15/03/2012,04:00,-3.38133,44.2213,213.86700000000002,0.0
162,15/03/2012,04:15,-3.18533,44.3787,214.74099999999999,0.0
163,15/03/2012,04:30,-3.18533,44.592,214.4,0.0
164,15/03/2012,04:45,-3.25067,44.7627,214.208,0.0
165,15/03/2012,05:00,-3.18533,45.0133,213.856,0.0
166,15/03/2012,05:15,-3.38133,45.0293,212.78900000000002,0.0
167,15/03/2012,05:30,-3.12,45.1093,212.512,0.0
168,15/03/2012,05:45,-3.3160000000000003,44.8453,212.075,0.0
169,15/03/2012,06:00,-3.12,44.9573,214.101,0.0
170,15/03/2012,06:15,-2.6,45.048,215.264,0.0
171,15/03/2012,06:30,6.12933,45.0213,216.555,0.0
172,15/03/2012,06:45,41.1607,44.9733,217.984,0.0
173,15/03/2012,07:00,83.4,44.8293,221.28,0.0
174,15/03/2012,07:15,129.36,44.583999999999996,223.584,0.0
175,15/03/2012,07:30,176.25599999999997,44.4933,225.34400000000002,0.0
176,15/03/2012,07:45,224.896,44.352,225.15200000000002,0.0
177,15/03/2012,08:00,270.869,44.144,223.115,0.0
178,15/03/2012,08:15,324.117,43.9013,219.72299999999998,0.0
179,15/03/2012,08:30,374.293,44.4027,221.269,0.0
180,15/03/2012,08:45,421.973,44.856,221.365,0.0
181,15/03/2012,09:00,465.87699999999995,45.0053,221.291,0.0
182,15/03/2012,09:15,509.952,45.0053,220.48,0.0
183,15/03/2012,09:30,545.472,45.0507,219.925,0.0
184,15/03/2012,09:45,560.405,45.104,217.37599999999998,0.0
185,15/03/2012,10:00,553.493,45.4587,216.42700000000002,0.0
186,15/03/2012,10:15,642.645,45.6427,215.243,0.0
187,15/03/2012,10:30,670.485,45.512,214.44299999999998,0.0
188,15/03/2012,10:45,700.2239999999999,45.3813,214.21900000000002,0.0
189,15/03/2012,11:00,734.8910000000001,45.3013,213.312,0.0
190,15/03/2012,11:15,755.2,45.1173,213.6,0.0
191,15/03/2012,11:30,765.7810000000001,44.9867,214.53900000000002,0.0
192,15/03/2012,11:45,758.997,44.8667,213.58900000000003,0.0
193,15/03/2012,12:00,776.789,44.84,214.72,0.0
194,15/03/2012,12:15,790.059,44.8213,214.421,0.0
195,15/03/2012,12:30,727.467,44.824,214.955,0.0
196,15/03/2012,12:45,758.784,44.8853,213.09900000000002,0.0
197,15/03/2012,13:00,780.288,44.9307,213.739,0.0
198,15/03/2012,13:15,771.3710000000001,45.0027,213.109,0.0
199,15/03/2012,13:30,741.5039999999999,45.096000000000004,212.736,0.0
200,15/03/2012,13:45,695.36,45.2,212.66099999999997,0.0
201,15/03/2012,14:00,680.9169999999999,45.343999999999994,211.328,0.0
202,15/03/2012,14:15,649.451,45.4773,210.048,0.0
203,15/03/2012,14:30,585.749,45.6347,209.856,0.0
204,15/03/2012,14:45,558.997,45.768,209.632,0.0
205,15/03/2012,15:00,481.195,45.976000000000006,209.50400000000002,0.0
206,15/03/2012,15:15,472.36300000000006,46.184,208.99200000000002,0.0
207,15/03/2012,15:30,450.75199999999995,46.352,208.58700000000002,0.0
208,15/03/2012,15:45,457.259,46.5627,207.72299999999998,0.0
209,15/03/2012,16:00,406.293,46.8133,207.733,0.0
210,15/03/2012,16:15,355.52,47.008,208.09599999999998,0.0
211,15/03/2012,16:30,298.368,47.2453,207.72299999999998,0.0
212,15/03/2012,16:45,245.109,47.5253,207.55200000000002,0.0
213,15/03/2012,17:00,189.035,47.6827,207.88299999999998,0.0
214,15/03/2012,17:15,125.161,47.76,208.0,0.0
215,15/03/2012,17:30,27.412,47.7947,207.979,0.0
216,15/03/2012,17:45,16.5447,47.9973,207.36,0.0
217,15/03/2012,18:00,4.24067,48.2587,207.861,0.0
218,15/03/2012,18:15,-2.74267,48.391999999999996,208.27700000000002,0.0
219,15/03/2012,18:30,-3.5773300000000003,48.64,208.043,0.0
220,15/03/2012,18:45,-3.512,48.8453,208.203,0.0
221,15/03/2012,19:00,-3.38133,48.9307,208.523,0.0
222,15/03/2012,19:15,-3.5773300000000003,49.0907,208.18099999999998,0.0
223,15/03/2012,19:30,-3.5773300000000003,49.2693,208.62900000000002,0.0
224,15/03/2012,19:45,-3.4466699999999997,49.288000000000004,209.44,0.0
225,15/03/2012,20:00,-3.38133,49.4,208.99200000000002,0.0
226,15/03/2012,20:15,-3.5773300000000003,49.4747,208.885,0.0
227,15/03/2012,20:30,-3.38133,49.488,209.15200000000002,0.0
228,15/03/2012,20:45,-3.38133,49.52,209.024,0.0
229,15/03/2012,21:00,-3.5773300000000003,49.61600000000001,209.013,0.0
230,15/03/2012,21:15,-3.512,49.7653,209.44,0.0
231,15/03/2012,21:30,-3.5773300000000003,49.744,209.696,0.0
232,15/03/2012,21:45,-3.38133,49.7467,211.488,0.0
233,15/03/2012,22:00,-3.3160000000000003,49.688,213.21599999999998,0.0
234,15/03/2012,22:15,-3.3160000000000003,49.6933,213.56799999999998,0.0
235,15/03/2012,22:30,-3.18533,49.576,214.83700000000002,0.0
236,15/03/2012,22:45,-3.25067,49.7333,213.824,0.0
237,15/03/2012,23:00,-3.3160000000000003,49.792,213.16299999999998,0.0
238,15/03/2012,23:15,-3.25067,49.6747,214.25099999999998,0.0
239,15/03/2012,23:30,-3.25067,49.7893,213.856,0.0
240,15/03/2012,23:45,-3.38133,49.751999999999995,213.579,0.0
241,16/03/2012,00:00,-3.18533,49.68,214.72,0.0
242,16/03/2012,00:15,-3.12,49.6,214.176,0.0
243,16/03/2012,00:30,-3.36867,49.5813,215.435,0.0
244,16/03/2012,00:45,-3.4466699999999997,49.5573,215.115,0.0
245,16/03/2012,01:00,-3.18533,49.5333,215.328,0.0
246,16/03/2012,01:15,-3.12,49.504,216.725,0.0
247,16/03/2012,01:30,-3.25067,49.4187,216.0,0.0
248,16/03/2012,01:45,-3.25067,49.36,214.49599999999998,0.0
249,16/03/2012,02:00,-3.18533,49.2747,213.451,0.0
250,16/03/2012,02:15,-3.18533,49.2507,212.09599999999998,0.0
251,16/03/2012,02:30,-3.25067,49.1707,211.477,0.0
252,16/03/2012,02:45,-3.18533,49.0347,211.584,0.0
253,16/03/2012,03:00,-3.18533,48.8267,210.33599999999998,0.0
254,16/03/2012,03:15,-3.18533,48.7893,210.048,0.0
255,16/03/2012,03:30,-3.18533,48.751999999999995,209.856,0.0
256,16/03/2012,03:45,-3.18533,48.7013,209.28,0.0
257,16/03/2012,04:00,-3.12,48.488,209.76,0.0
258,16/03/2012,04:15,-3.12,48.4453,209.6,0.0
259,16/03/2012,04:30,-3.12,48.3787,209.248,0.0
260,16/03/2012,04:45,-3.12,48.32,209.024,0.0
261,16/03/2012,05:00,-3.18533,48.2267,208.768,0.0
262,16/03/2012,05:15,-3.12,48.0747,209.21599999999998,0.0
263,16/03/2012,05:30,-3.12,48.1467,209.6,0.0
264,16/03/2012,05:45,-3.12,48.1387,210.581,0.0
265,16/03/2012,06:00,-3.12,48.1387,210.731,0.0
266,16/03/2012,06:15,-1.02667,47.943999999999996,210.667,0.0
267,16/03/2012,06:30,9.37133,47.8453,211.072,0.0
268,16/03/2012,06:45,37.7533,47.8373,211.168,0.0
269,16/03/2012,07:00,74.9173,47.8,211.38099999999997,0.0
270,16/03/2012,07:15,117.205,47.751999999999995,211.893,0.0
271,16/03/2012,07:30,166.331,47.663999999999994,212.043,0.0
272,16/03/2012,07:45,219.57299999999998,47.576,212.128,0.0
273,16/03/2012,08:00,271.499,47.3653,211.90400000000002,0.0
274,16/03/2012,08:15,319.851,47.1413,211.733,0.0
275,16/03/2012,08:30,368.811,46.856,210.53900000000002,0.0
276,16/03/2012,08:45,415.936,46.4667,210.976,0.0
277,16/03/2012,09:00,460.885,46.16,210.83700000000002,0.0
278,16/03/2012,09:15,503.765,45.8933,211.104,0.0
279,16/03/2012,09:30,543.552,45.632,210.72,0.0
280,16/03/2012,09:45,579.5409999999999,45.4213,210.293,0.0
281,16/03/2012,10:00,615.36,45.368,210.976,0.0
282,16/03/2012,10:15,645.909,45.38399999999999,211.157,0.0
283,16/03/2012,10:30,676.7360000000001,45.4133,211.157,0.0
284,16/03/2012,10:45,707.541,45.5093,211.435,0.0
285,16/03/2012,11:00,733.995,45.552,210.83700000000002,0.0
286,16/03/2012,11:15,746.6669999999999,45.6187,211.893,0.0
287,16/03/2012,11:30,756.7360000000001,45.7893,211.435,0.0
288,16/03/2012,11:45,771.797,45.9973,212.213,0.0
289,16/03/2012,12:00,774.784,46.1947,211.861,0.0
290,16/03/2012,12:15,779.1360000000001,46.408,211.14700000000002,0.0
291,16/03/2012,12:30,773.5889999999999,46.5307,209.92,0.0
292,16/03/2012,12:45,771.584,46.6587,209.792,0.0
293,16/03/2012,13:00,761.685,46.6773,208.704,0.0
294,16/03/2012,13:15,746.6239999999999,46.903999999999996,208.395,0.0
295,16/03/2012,13:30,732.331,47.0267,208.0,0.0
296,16/03/2012,13:45,708.949,47.176,208.053,0.0
297,16/03/2012,14:00,682.752,47.4027,207.53099999999998,0.0
298,16/03/2012,14:15,654.336,47.568000000000005,207.328,0.0
299,16/03/2012,14:30,606.165,47.7253,207.93599999999998,0.0
300,16/03/2012,14:45,585.493,47.9973,207.488,0.0
301,16/03/2012,15:00,548.971,48.263999999999996,205.611,0.0
302,16/03/2012,15:15,510.656,48.4133,205.493,0.0
303,16/03/2012,15:30,464.32,48.4,206.176,0.0
304,16/03/2012,15:45,419.371,48.472,206.389,0.0
305,16/03/2012,16:00,375.48800000000006,48.632,205.685,0.0
306,16/03/2012,16:15,322.187,48.6373,205.74900000000002,0.0
307,16/03/2012,16:30,264.043,48.6827,205.013,0.0
308,16/03/2012,16:45,215.595,48.61600000000001,205.045,0.0
309,16/03/2012,17:00,173.125,48.6373,205.013,0.0
310,16/03/2012,17:15,119.069,48.504,204.544,0.0
311,16/03/2012,17:30,31.1627,48.5627,205.44,0.0
312,16/03/2012,17:45,18.6933,48.5253,205.525,0.0
313,16/03/2012,18:00,4.45,48.7467,205.39700000000002,0.0
314,16/03/2012,18:15,-2.3126700000000002,49.048,205.6,0.0
315,16/03/2012,18:30,-3.4466699999999997,49.2453,205.408,0.0
316,16/03/2012,18:45,-3.64267,49.5893,205.32299999999998,0.0
317,16/03/2012,19:00,-3.512,49.9173,206.27200000000002,0.0
318,16/03/2012,19:15,-3.512,50.1147,206.62400000000002,0.0
319,16/03/2012,19:30,-3.4466699999999997,50.2453,206.592,0.0
320,16/03/2012,19:45,-3.4466699999999997,50.3467,206.112,0.0
321,16/03/2012,20:00,-3.4466699999999997,50.4187,207.403,0.0
322,16/03/2012,20:15,-3.708,50.5067,208.053,0.0
323,16/03/2012,20:30,-3.38133,50.3493,207.989,0.0
324,16/03/2012,20:45,-3.5773300000000003,50.1733,208.61900000000003,0.0
325,16/03/2012,21:00,-3.38133,50.1227,209.18400000000003,0.0
326,16/03/2012,21:15,-3.38133,50.0453,209.088,0.0
327,16/03/2012,21:30,-3.4466699999999997,49.928000000000004,208.48,0.0
328,16/03/2012,21:45,-3.38133,49.8053,208.757,0.0
329,16/03/2012,22:00,-3.38133,49.7253,209.53599999999997,0.0
330,16/03/2012,22:15,-3.25067,49.688,209.72799999999998,0.0
331,16/03/2012,22:30,-3.38133,49.6347,210.05900000000003,0.0
332,16/03/2012,22:45,-3.25067,49.6027,211.232,0.0
333,16/03/2012,23:00,-3.3160000000000003,49.5547,211.61599999999999,0.0
334,16/03/2012,23:15,-3.3160000000000003,49.5627,210.688,0.0
335,16/03/2012,23:30,-3.512,49.5547,211.755,0.0
336,16/03/2012,23:45,-3.25067,49.56,210.56,0.0
337,17/03/2012,00:00,-3.4466699999999997,49.5627,209.72799999999998,0.0
338,17/03/2012,00:15,-3.3160000000000003,49.5627,209.76,0.0
339,17/03/2012,00:30,-3.3160000000000003,49.5653,209.66400000000002,0.0
340,17/03/2012,00:45,-3.25067,49.5627,210.08,0.0
341,17/03/2012,01:00,-3.12,49.568000000000005,210.368,0.0
342,17/03/2012,01:15,-3.3160000000000003,49.583999999999996,210.955,0.0
343,17/03/2012,01:30,-3.18533,49.5947,211.541,0.0
344,17/03/2012,01:45,-3.12,49.608000000000004,212.395,0.0
345,17/03/2012,02:00,-3.12,49.6133,214.421,0.0
346,17/03/2012,02:15,-3.18533,49.6293,214.176,0.0
347,17/03/2012,02:30,-3.12,49.6267,212.331,0.0
348,17/03/2012,02:45,-3.25067,49.6293,214.976,0.0
349,17/03/2012,03:00,-3.18533,49.6507,214.699,0.0
350,17/03/2012,03:15,-3.12,49.6933,212.715,0.0
351,17/03/2012,03:30,-3.18533,49.6507,212.512,0.0
352,17/03/2012,03:45,-3.18533,49.7173,211.34900000000002,0.0
353,17/03/2012,04:00,-3.25067,49.7387,210.56,0.0
354,17/03/2012,04:15,-3.042,49.7707,210.283,0.0
355,17/03/2012,04:30,-3.12,49.7467,209.792,0.0
356,17/03/2012,04:45,-3.18533,49.784,209.088,0.0
357,17/03/2012,05:00,-3.12,49.7627,208.928,0.0
358,17/03/2012,05:15,-3.12,49.5973,209.15200000000002,0.0
359,17/03/2012,05:30,-3.25067,49.784,209.28,0.0
360,17/03/2012,05:45,-3.12,49.7973,208.97099999999998,0.0
361,17/03/2012,06:00,-3.10733,49.8293,209.739,0.0
362,17/03/2012,06:15,-0.922667,49.8213,210.304,0.0
363,17/03/2012,06:30,10.5553,49.8107,209.856,0.0
364,17/03/2012,06:45,49.5333,49.848,210.421,0.0
365,17/03/2012,07:00,89.1253,49.832,210.62400000000002,0.0
366,17/03/2012,07:15,132.357,49.751999999999995,210.41099999999997,0.0
367,17/03/2012,07:30,183.205,49.6373,210.645,0.0
368,17/03/2012,07:45,234.06900000000002,49.5973,210.44299999999998,0.0
369,17/03/2012,08:00,281.493,49.4053,210.08,0.0
370,17/03/2012,08:15,331.712,49.1253,209.92,0.0
371,17/03/2012,08:30,381.845,48.623999999999995,208.757,0.0
372,17/03/2012,08:45,429.86699999999996,48.2827,208.725,0.0
373,17/03/2012,09:00,477.205,47.9253,207.627,0.0
374,17/03/2012,09:15,521.323,47.68,207.57299999999998,0.0
375,17/03/2012,09:30,561.003,47.5067,207.648,0.0
376,17/03/2012,09:45,596.779,47.3547,207.52,0.0
377,17/03/2012,10:00,625.7280000000001,47.1787,207.104,0.0
378,17/03/2012,10:15,662.4639999999999,47.168,207.06099999999998,0.0
379,17/03/2012,10:30,693.9730000000001,47.0773,206.763,0.0
380,17/03/2012,10:45,716.5010000000001,47.0107,206.155,0.0
381,17/03/2012,11:00,738.3889999999999,46.8933,205.952,0.0
382,17/03/2012,11:15,761.3439999999999,46.7067,205.643,0.0
383,17/03/2012,11:30,764.416,46.5013,205.34400000000002,0.0
384,17/03/2012,11:45,773.9730000000001,46.3707,205.97299999999998,0.0
385,17/03/2012,12:00,777.216,46.16,205.21599999999998,0.0
386,17/03/2012,12:15,772.053,45.9573,205.355,0.0
387,17/03/2012,12:30,778.965,45.8107,205.39700000000002,0.0
388,17/03/2012,12:45,777.9839999999999,45.5093,205.547,0.0
389,17/03/2012,13:00,768.8530000000001,45.216,204.907,0.0
390,17/03/2012,13:15,751.7439999999999,44.9947,204.981,0.0
391,17/03/2012,13:30,739.4989999999999,45.08,205.05599999999998,0.0
392,17/03/2012,13:45,715.051,44.9653,205.109,0.0
393,17/03/2012,14:00,689.237,44.424,205.66400000000002,0.0
394,17/03/2012,14:15,660.715,44.1547,204.949,0.0
395,17/03/2012,14:30,627.3919999999999,43.7867,205.515,0.0
396,17/03/2012,14:45,551.125,43.5973,205.56799999999998,0.0
397,17/03/2012,15:00,551.211,43.7413,205.515,0.0
398,17/03/2012,15:15,511.57300000000004,42.9467,205.771,0.0
399,17/03/2012,15:30,466.24,42.5093,206.144,0.0
400,17/03/2012,15:45,421.14099999999996,42.552,205.76,0.0
401,17/03/2012,16:00,377.131,42.5467,205.984,0.0
402,17/03/2012,16:15,327.36,42.568000000000005,205.34400000000002,0.0
403,17/03/2012,16:30,277.056,42.7093,205.76,0.0
404,17/03/2012,16:45,220.512,42.7733,205.813,0.0
405,17/03/2012,17:00,180.037,42.7947,205.56799999999998,0.0
406,17/03/2012,17:15,113.149,42.9467,205.845,0.0
407,17/03/2012,17:30,35.044000000000004,42.2,205.15200000000002,0.0
408,17/03/2012,17:45,28.7947,41.4773,205.739,0.0
409,17/03/2012,18:00,13.6667,40.7747,204.171,0.0
410,17/03/2012,18:15,-0.949333,40.2133,205.088,0.0
411,17/03/2012,18:30,-3.9693300000000002,39.6293,203.957,0.0
412,17/03/2012,18:45,-3.9693300000000002,39.472,205.18400000000003,0.0
413,17/03/2012,19:00,-3.8386699999999996,39.4827,205.56799999999998,0.0
414,17/03/2012,19:15,-3.9693300000000002,39.616,205.16299999999998,0.0
415,17/03/2012,19:30,-3.904,39.6427,204.96,0.0
416,17/03/2012,19:45,-3.9693300000000002,40.4027,205.013,0.0
